epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.3896,0.56257,1.53767,0.91653,1,0.575,0.87796,0.80356,0.42247,4.49646,0.80226,0.00052,0.00052,0.00052
2,22.6852,0.56459,0.61952,0.89592,0.00678,0.40833,0.00572,0.00381,1.35301,inf,3.93644,0.00104951,0.00104951,0.00104951
3,33.5003,0.53757,0.51134,0.89649,0.00678,0.40833,0.00572,0.00381,nan,nan,nan,0.00156832,0.00156832,0.00156832
4,44.4852,0.54393,0.48583,0.90994,0.00678,0.40833,0.00572,0.00381,4.86156,6.63147,19.86,0.0019406,0.0019406,0.0019406
5,55.407,0.50015,0.4205,0.88982,0.00257,0.76667,0.0023,0.00077,nan,nan,nan,0.0019208,0.0019208,0.0019208
6,66.2434,0.50768,0.4243,0.89617,0.00257,0.76667,0.0023,0.00077,4.59463,7.25446,13.7348,0.001901,0.001901,0.001901
7,77.1903,0.50514,0.40346,0.89113,0.93376,0.70482,0.77738,0.68077,0.71791,0.91781,1.04495,0.0018812,0.0018812,0.0018812
8,88.1456,0.45717,0.39507,0.88217,0.00059,0.01667,0.00023,0.00017,4.15197,297.951,22.925,0.0018614,0.0018614,0.0018614
9,99.04,0.45336,0.38062,0.88114,0.99977,1,0.995,0.93284,0.40465,0.39095,0.86036,0.0018416,0.0018416,0.0018416
10,110.077,0.45969,0.37371,0.87411,0.99977,1,0.995,0.93284,4.48977,9.23949,12.0485,0.0018218,0.0018218,0.0018218
11,121.143,0.44073,0.35265,0.87475,0.99977,1,0.995,0.93284,4.94958,8.00808,12.7596,0.001802,0.001802,0.001802
12,132.135,0.4638,0.36047,0.87498,0.9836,0.99974,0.9945,0.93308,0.37617,0.39163,0.83961,0.0017822,0.0017822,0.0017822
13,143.203,0.4314,0.34807,0.87408,0.99942,1,0.995,0.9444,0.35818,0.31991,0.83911,0.0017624,0.0017624,0.0017624
14,154.173,0.4149,0.34727,0.86877,0.06379,0.06667,0.00569,0.0049,3.6291,84.6175,15.2921,0.0017426,0.0017426,0.0017426
15,164.985,0.39484,0.33468,0.86344,0.97903,0.38907,0.4142,0.38784,0.63813,2.63776,1.04839,0.0017228,0.0017228,0.0017228
16,175.962,0.38868,0.32018,0.83803,0.99832,1,0.995,0.93948,0.35411,0.31531,0.83012,0.001703,0.001703,0.001703
17,187.075,0.38316,0.30842,0.86356,0.9961,1,0.995,0.92658,0.35692,0.3175,0.83067,0.0016832,0.0016832,0.0016832
18,198.069,0.38907,0.30583,0.8504,0.99953,1,0.995,0.9549,0.34896,0.31034,0.82081,0.0016634,0.0016634,0.0016634
19,209.157,0.379,0.29716,0.84538,0.99924,1,0.995,0.95938,0.32424,0.29551,0.82065,0.0016436,0.0016436,0.0016436
20,220.373,0.38032,0.30107,0.84396,0.99787,1,0.995,0.94626,0.33284,0.29493,0.81548,0.0016238,0.0016238,0.0016238
21,231.212,0.37464,0.29771,0.85489,0.98969,0.79967,0.8695,0.79254,0.67884,0.99511,1.05275,0.001604,0.001604,0.001604
22,242.12,0.37137,0.29641,0.84495,0.99895,1,0.995,0.95801,0.33828,0.31138,0.84724,0.0015842,0.0015842,0.0015842
23,252.951,0.36365,0.29297,0.84691,0.9916,1,0.995,0.96618,0.32803,0.29442,0.83623,0.0015644,0.0015644,0.0015644
24,263.946,0.37304,0.29008,0.8552,0.99962,1,0.995,0.96193,0.30069,0.28166,0.81082,0.0015446,0.0015446,0.0015446
25,274.761,0.34938,0.28401,0.83648,0.99951,1,0.995,0.96116,0.3058,0.26061,0.8131,0.0015248,0.0015248,0.0015248
26,285.695,0.35965,0.28139,0.84177,0.99869,1,0.995,0.9617,0.32182,0.29665,0.82355,0.001505,0.001505,0.001505
27,296.542,0.34253,0.26979,0.84422,0.99946,1,0.995,0.95647,0.32018,0.26485,0.83057,0.0014852,0.0014852,0.0014852
28,307.481,0.35133,0.27616,0.83808,0.99905,1,0.995,0.94935,0.35147,0.2844,0.82149,0.0014654,0.0014654,0.0014654
29,318.4,0.36532,0.26955,0.83892,0.99956,1,0.995,0.95017,0.33195,0.27769,0.81901,0.0014456,0.0014456,0.0014456
30,329.302,0.36425,0.2745,0.84029,0.99951,1,0.995,0.94733,0.34912,0.28733,0.84142,0.0014258,0.0014258,0.0014258
31,340.298,0.36481,0.27137,0.84957,0.99957,1,0.995,0.96134,0.32132,0.26775,0.84151,0.001406,0.001406,0.001406
32,351.187,0.34023,0.259,0.83433,0.99948,1,0.995,0.96521,0.30205,0.26869,0.81211,0.0013862,0.0013862,0.0013862
33,362.119,0.35538,0.26961,0.84499,0.99941,1,0.995,0.96612,0.30209,0.25656,0.82504,0.0013664,0.0013664,0.0013664
34,372.966,0.32444,0.25706,0.84605,0.99946,1,0.995,0.96747,0.30396,0.26263,0.81452,0.0013466,0.0013466,0.0013466
35,383.96,0.32853,0.2507,0.85155,0.99954,1,0.995,0.97048,0.29595,0.26238,0.82221,0.0013268,0.0013268,0.0013268
36,394.953,0.34705,0.25559,0.83664,0.99942,1,0.995,0.97753,0.28587,0.25265,0.81101,0.001307,0.001307,0.001307
37,405.929,0.32221,0.24557,0.84265,0.99944,1,0.995,0.96869,0.27268,0.24079,0.81877,0.0012872,0.0012872,0.0012872
38,416.813,0.33259,0.25903,0.83817,0.99941,1,0.995,0.9632,0.30863,0.2594,0.81773,0.0012674,0.0012674,0.0012674
39,427.675,0.35598,0.26377,0.83924,1,0.97409,0.98753,0.96047,0.29047,0.28304,0.81783,0.0012476,0.0012476,0.0012476
40,438.583,0.33704,0.25443,0.83834,0.99952,1,0.995,0.96955,0.28237,0.23693,0.81567,0.0012278,0.0012278,0.0012278
41,449.507,0.33643,0.24654,0.83787,0.99943,1,0.995,0.95644,0.30265,0.25077,0.84145,0.001208,0.001208,0.001208
42,460.385,0.33117,0.24054,0.84216,0.99953,1,0.995,0.97112,0.27679,0.23637,0.81768,0.0011882,0.0011882,0.0011882
43,471.239,0.31904,0.23608,0.8371,0.9994,1,0.995,0.97103,0.28519,0.2289,0.81844,0.0011684,0.0011684,0.0011684
44,482.143,0.30897,0.24063,0.83515,0.99926,1,0.995,0.97481,0.27907,0.23767,0.8112,0.0011486,0.0011486,0.0011486
45,493.091,0.3119,0.2374,0.83694,0.99926,1,0.995,0.97481,4.49588,6.5126,16.7555,0.0011288,0.0011288,0.0011288
46,504.112,0.30577,0.23921,0.83041,0.49804,0.01657,0.01017,0.00423,3.39496,6.87011,3.04143,0.001109,0.001109,0.001109
47,515.105,0.29206,0.22831,0.83037,0.93942,0.00833,0.00536,0.00536,4.20945,6.47351,11.8865,0.0010892,0.0010892,0.0010892
48,526.003,0.2981,0.23046,0.82741,0.99882,1,0.995,0.98133,0.25283,0.22532,0.81155,0.0010694,0.0010694,0.0010694
49,536.935,0.27959,0.22094,0.83684,0.99806,1,0.995,0.98407,0.26403,0.23764,0.81476,0.0010496,0.0010496,0.0010496
50,548.019,0.29194,0.22258,0.83949,0.98784,0.67719,0.74838,0.72494,0.6319,1.38785,1.00944,0.0010298,0.0010298,0.0010298
51,559.074,0.28991,0.22129,0.83071,0.99955,1,0.995,0.9773,0.26548,0.214,0.80729,0.00101,0.00101,0.00101
52,570.027,0.29019,0.21936,0.82933,0.99937,1,0.995,0.97002,0.27008,0.23151,0.81054,0.0009902,0.0009902,0.0009902
53,581.037,0.29749,0.2155,0.82762,0.99949,1,0.995,0.97866,0.24297,0.20798,0.80265,0.0009704,0.0009704,0.0009704
54,592.195,0.29344,0.22812,0.83268,0.99891,1,0.995,0.97927,0.26749,0.21623,0.82005,0.0009506,0.0009506,0.0009506
55,603.171,0.28687,0.20893,0.82165,0.99853,1,0.995,0.98214,0.25537,0.20657,0.8138,0.0009308,0.0009308,0.0009308
56,614.238,0.29329,0.22469,0.82392,0.9973,1,0.995,0.98358,0.25942,0.22426,0.81674,0.000911,0.000911,0.000911
57,625.321,0.27368,0.20824,0.8209,0.99833,1,0.995,0.9705,0.28155,0.23195,0.82392,0.0008912,0.0008912,0.0008912
58,636.459,0.27774,0.21658,0.83456,0.99799,1,0.995,0.97646,0.26348,0.23613,0.81137,0.0008714,0.0008714,0.0008714
59,647.58,0.2816,0.2129,0.83383,0.99893,1,0.995,0.97237,0.27217,0.22979,0.81016,0.0008516,0.0008516,0.0008516
60,658.652,0.30114,0.22252,0.82985,0.99901,1,0.995,0.97502,0.27363,0.22022,0.80607,0.0008318,0.0008318,0.0008318
61,669.696,0.28489,0.2057,0.83088,0.99901,1,0.995,0.97758,0.26904,0.21374,0.80109,0.000812,0.000812,0.000812
62,680.731,0.29321,0.21095,0.81492,0.99934,1,0.995,0.98101,0.24733,0.20133,0.79771,0.0007922,0.0007922,0.0007922
63,691.798,0.2727,0.20666,0.82658,0.99955,1,0.995,0.97205,0.25345,0.21241,0.80679,0.0007724,0.0007724,0.0007724
64,702.87,0.27598,0.21106,0.83216,0.99952,1,0.995,0.97634,0.24454,0.20631,0.79932,0.0007526,0.0007526,0.0007526
65,713.931,0.26814,0.20557,0.81772,0.99878,1,0.995,0.98432,0.24409,0.21025,0.79799,0.0007328,0.0007328,0.0007328
66,725.151,0.2614,0.19747,0.81622,0.99947,1,0.995,0.98335,0.24208,0.1935,0.80202,0.000713,0.000713,0.000713
67,736.233,0.25019,0.19285,0.81692,0.99951,1,0.995,0.98382,0.24601,0.20582,0.81519,0.0006932,0.0006932,0.0006932
68,747.384,0.26593,0.20128,0.82717,0.99954,1,0.995,0.98387,0.26175,0.19858,0.8145,0.0006734,0.0006734,0.0006734
69,758.49,0.27932,0.20682,0.82096,0.99953,1,0.995,0.97992,0.26809,0.21189,0.81848,0.0006536,0.0006536,0.0006536
70,769.567,0.26107,0.19849,0.81469,0.99953,1,0.995,0.98319,0.23969,0.18521,0.80966,0.0006338,0.0006338,0.0006338
71,780.546,0.26891,0.20723,0.83883,0.99984,1,0.995,0.97845,0.23851,0.20533,0.80846,0.000614,0.000614,0.000614
72,791.705,0.27416,0.20208,0.82298,1,0.76464,0.79315,0.7775,0.4521,0.87907,0.95951,0.0005942,0.0005942,0.0005942
73,802.964,0.26176,0.19141,0.81553,0.99166,0.99056,0.99492,0.97603,0.24333,0.20635,0.80871,0.0005744,0.0005744,0.0005744
74,814.058,0.26479,0.19875,0.81839,0.99953,1,0.995,0.97332,0.2306,0.18854,0.80211,0.0005546,0.0005546,0.0005546
75,827.506,0.25078,0.18196,0.81643,0.99942,1,0.995,0.98424,0.22739,0.18704,0.80029,0.0005348,0.0005348,0.0005348
76,839.418,0.26148,0.1951,0.82046,0.99953,1,0.995,0.98382,0.24121,0.19459,0.80128,0.000515,0.000515,0.000515
77,850.487,0.25692,0.18732,0.81,0.99949,1,0.995,0.98298,0.23734,0.18429,0.80555,0.0004952,0.0004952,0.0004952
78,861.878,0.25492,0.18796,0.82582,0.99919,1,0.995,0.98014,0.23436,0.18171,0.79906,0.0004754,0.0004754,0.0004754
79,872.94,0.25191,0.18172,0.81708,0.99944,1,0.995,0.98284,0.23416,0.19634,0.80449,0.0004556,0.0004556,0.0004556
80,884.158,0.25987,0.18564,0.81581,0.99953,1,0.995,0.9862,0.23953,0.21151,0.7996,0.0004358,0.0004358,0.0004358
81,895.406,0.25016,0.18465,0.82639,0.99947,0.9,0.93587,0.9153,0.29085,0.40974,0.82992,0.000416,0.000416,0.000416
82,906.615,0.24995,0.1836,0.80441,1,0.9955,0.995,0.98782,0.21366,0.18945,0.79,0.0003962,0.0003962,0.0003962
83,917.79,0.25074,0.18211,0.81201,0.99952,1,0.995,0.98558,0.22644,0.17901,0.79348,0.0003764,0.0003764,0.0003764
84,928.791,0.23029,0.17072,0.82038,0.99952,1,0.995,0.98027,0.21798,0.17854,0.78793,0.0003566,0.0003566,0.0003566
85,939.641,0.24329,0.17381,0.81598,0.99943,1,0.995,0.98476,0.22544,0.18023,0.78986,0.0003368,0.0003368,0.0003368
86,950.568,0.23871,0.17089,0.81608,0.99949,1,0.995,0.9874,0.21772,0.18328,0.78984,0.000317,0.000317,0.000317
87,961.477,0.25175,0.17799,0.82,0.99941,1,0.995,0.97658,0.23126,0.17779,0.79961,0.0002972,0.0002972,0.0002972
88,972.484,0.23652,0.16792,0.8138,0.9989,1,0.995,0.99056,0.21679,0.16819,0.79241,0.0002774,0.0002774,0.0002774
89,983.458,0.23322,0.16671,0.81079,0.99901,1,0.995,0.97987,0.21854,0.17105,0.79735,0.0002576,0.0002576,0.0002576
90,994.319,0.23148,0.16383,0.81715,0.99904,1,0.995,0.98675,0.2168,0.17143,0.79554,0.0002378,0.0002378,0.0002378
91,1029.45,0.1941,0.14074,0.77892,0.99857,1,0.995,0.98733,0.22917,0.19583,0.79812,0.000218,0.000218,0.000218
92,1040.29,0.19549,0.1422,0.78231,0.99941,1,0.995,0.98699,0.21568,0.17221,0.79207,0.0001982,0.0001982,0.0001982
93,1051.17,0.19426,0.13831,0.78718,0.99955,1,0.995,0.98376,0.22025,0.16951,0.79562,0.0001784,0.0001784,0.0001784
94,1062.11,0.19474,0.13958,0.78576,0.99956,1,0.995,0.98267,0.22507,0.16473,0.7976,0.0001586,0.0001586,0.0001586
95,1072.93,0.1915,0.13792,0.77567,0.99956,1,0.995,0.98165,0.22922,0.16724,0.80011,0.0001388,0.0001388,0.0001388
96,1083.84,0.19073,0.13621,0.76022,0.99955,1,0.995,0.98553,0.2176,0.16315,0.79128,0.000119,0.000119,0.000119
97,1094.88,0.18535,0.13286,0.77907,0.99955,1,0.995,0.98562,0.21737,0.16234,0.79145,9.92e-05,9.92e-05,9.92e-05
98,1106.28,0.18308,0.12944,0.77542,0.99955,1,0.995,0.98494,0.21165,0.1634,0.78851,7.94e-05,7.94e-05,7.94e-05
99,1117.58,0.18177,0.12806,0.77302,0.99955,1,0.995,0.98317,0.21838,0.16032,0.79114,5.96e-05,5.96e-05,5.96e-05
100,1128.56,0.18211,0.12419,0.77451,0.99956,1,0.995,0.98677,0.2163,0.15829,0.79072,3.98e-05,3.98e-05,3.98e-05
